age,income,score,height,weight,category,city,education,description,comments,registration_date,last_activity,is_active,has_subscription
66,53419.41943136438,54.91303362771727,175.75338864115585,83.85766276391522,C,Phoenix,Master,This is sample text description 771 with various content,Comment 771: Some feedback about the product or service,2024-09-02,2025-06-09 01:26:47,True,False
79,1670.9646957502046,63.208982950624225,177.27080020450953,78.08246834188088,A,Chicago,High School,This is sample text description 772 with various content,Comment 772: Some feedback about the product or service,2024-07-17,2025-06-08 01:26:47,True,False
37,39337.92150270972,57.704066446191085,174.43273298006406,81.0411822451341,A,Houston,PhD,This is sample text description 773 with various content,Comment 773: Some feedback about the product or service,2024-12-14,2025-06-26 01:26:47,False,True
65,82487.64117200424,69.77562760734295,182.71071649674263,64.94653018056604,B,Chicago,Bachelor,This is sample text description 774 with various content,Comment 774: Some feedback about the product or service,2024-10-21,2025-06-14 01:26:47,True,False
42,56502.672972635424,0.608874823983907,162.9288399536772,73.83458462699745,B,Chicago,High School,This is sample text description 775 with various content,Comment 775: Some feedback about the product or service,2025-07-01,2025-06-19 01:26:47,True,False
39,53588.33625662538,10.094119997752149,159.56665156949663,63.51934352538798,D,Houston,High School,This is sample text description 776 with various content,Comment 776: Some feedback about the product or service,2024-12-21,2025-06-10 01:26:47,False,False
30,86415.60753430713,86.89442522791451,159.37033343975006,59.09037905844541,C,New York,PhD,This is sample text description 777 with various content,Comment 777: Some feedback about the product or service,2025-01-07,2025-07-03 01:26:47,True,True
76,44588.0021667326,68.17486440901612,168.55531584700208,95.00593654213264,D,Houston,Bachelor,This is sample text description 778 with various content,Comment 778: Some feedback about the product or service,2024-07-29,2025-06-29 01:26:47,True,False
36,,11.29316426860113,160.52953342159472,71.82260945261115,D,New York,PhD,This is sample text description 779 with various content,Comment 779: Some feedback about the product or service,2025-02-23,2025-06-24 01:26:47,True,False
66,52586.139503326805,84.20744373985792,171.4754091186533,77.61181507429811,B,Chicago,Bachelor,This is sample text description 780 with various content,Comment 780: Some feedback about the product or service,2024-08-16,2025-06-28 01:26:47,True,False
53,57600.94926918052,24.22312178245669,170.76988419724893,82.53631020786251,B,New York,High School,This is sample text description 781 with various content,Comment 781: Some feedback about the product or service,2024-10-26,2025-06-16 01:26:47,True,False
29,25653.90288273974,47.825988419522346,180.1857330318604,72.01061329349535,B,Phoenix,Master,This is sample text description 782 with various content,Comment 782: Some feedback about the product or service,2024-10-14,2025-06-24 01:26:47,True,True
78,40359.06410343567,14.51965128846603,172.9114430823604,73.60949116037732,D,Houston,High School,This is sample text description 783 with various content,Comment 783: Some feedback about the product or service,2025-04-04,2025-07-03 01:26:47,True,False
58,22049.63534312253,71.01100564217066,165.8384814413855,53.70062234569439,C,Phoenix,Master,This is sample text description 784 with various content,Comment 784: Some feedback about the product or service,2025-02-06,2025-06-19 01:26:47,True,True
36,48095.0984354931,66.68544210142679,174.10849204432682,56.55827457345122,A,Chicago,Master,This is sample text description 785 with various content,Comment 785: Some feedback about the product or service,2025-02-18,2025-06-08 01:26:47,False,True
29,57808.04687832534,21.11124711661362,159.6980598010206,55.782778673073295,C,Houston,Bachelor,This is sample text description 786 with various content,Comment 786: Some feedback about the product or service,2024-12-10,2025-06-27 01:26:47,True,False
26,27799.23789817096,86.34007668570018,169.61859311975684,79.08187625230804,A,Chicago,PhD,This is sample text description 787 with various content,Comment 787: Some feedback about the product or service,2025-03-03,2025-06-26 01:26:47,True,False
24,90983.57845369646,40.13060242197122,173.19401233595582,71.06335979233097,B,Phoenix,Bachelor,This is sample text description 788 with various content,Comment 788: Some feedback about the product or service,2024-11-14,2025-06-14 01:26:47,True,False
45,55562.12038183922,29.25150910707418,171.29317598150126,56.559526543516185,A,Chicago,High School,This is sample text description 789 with various content,Comment 789: Some feedback about the product or service,2025-05-06,2025-06-30 01:26:47,False,True
31,51155.911711704386,15.232958946453545,174.15065094935983,78.7014826245281,B,Houston,PhD,This is sample text description 790 with various content,Comment 790: Some feedback about the product or service,2024-09-02,2025-06-11 01:26:47,False,False
48,,26.616801251553746,163.55953984287208,78.15184691431159,C,Houston,Master,This is sample text description 791 with various content,Comment 791: Some feedback about the product or service,2024-10-13,2025-07-05 01:26:47,True,False
69,33421.43838268156,2.2026921223816998,181.52031402809516,59.57551013050953,A,Chicago,Master,This is sample text description 792 with various content,Comment 792: Some feedback about the product or service,2025-02-22,2025-06-14 01:26:47,True,False
36,53269.549583349064,58.32574924561156,188.22168949395706,69.5825868305609,A,Houston,High School,This is sample text description 793 with various content,Comment 793: Some feedback about the product or service,2024-08-22,2025-06-24 01:26:47,False,False
75,35662.67559284817,84.22307463439479,153.97323855141406,78.20712512590715,A,Houston,PhD,This is sample text description 794 with various content,Comment 794: Some feedback about the product or service,2025-03-15,2025-07-01 01:26:47,True,False
64,,54.898044944164184,157.8440200404575,57.12466968820865,B,Chicago,High School,This is sample text description 795 with various content,Comment 795: Some feedback about the product or service,2024-12-27,2025-06-23 01:26:47,True,False
33,28827.21301205837,21.927396192387572,170.43083008024385,78.49340147343926,A,Phoenix,High School,This is sample text description 796 with various content,Comment 796: Some feedback about the product or service,2024-12-31,2025-06-09 01:26:47,False,True
70,51263.30918614347,3.366917821387272,167.43449019447127,74.51535406245343,A,Houston,Bachelor,This is sample text description 797 with various content,Comment 797: Some feedback about the product or service,2024-08-21,2025-06-21 01:26:47,True,True
22,56586.315703035514,21.462807325880284,188.96412405772782,55.012004417484604,A,Houston,High School,This is sample text description 798 with various content,Comment 798: Some feedback about the product or service,2025-04-08,2025-06-14 01:26:47,False,True
52,57896.51488815403,41.61214280710923,172.1978432342446,73.29695102497153,B,Houston,PhD,This is sample text description 799 with various content,Comment 799: Some feedback about the product or service,2024-12-31,2025-06-06 01:26:47,False,False
29,38375.296538343355,75.96114286997965,183.92545253725956,75.48472879983856,A,Houston,High School,This is sample text description 800 with various content,Comment 800: Some feedback about the product or service,2024-09-02,2025-06-25 01:26:47,True,False
42,,18.784285253777412,149.508761135464,60.60998310791801,C,Chicago,PhD,This is sample text description 801 with various content,Comment 801: Some feedback about the product or service,2025-02-24,2025-06-28 01:26:47,False,False
69,38664.09653907802,71.97914533546862,178.14169483332353,61.790745252006865,A,Phoenix,Master,This is sample text description 802 with various content,Comment 802: Some feedback about the product or service,2024-07-11,2025-07-01 01:26:47,False,True
76,60566.50868420565,86.69334683518836,162.8448318074168,54.87370103603215,B,Phoenix,High School,This is sample text description 803 with various content,Comment 803: Some feedback about the product or service,2025-03-05,2025-07-04 01:26:47,True,True
38,47123.084581760726,45.394684810835706,162.68457430380343,63.26501546314159,A,New York,PhD,This is sample text description 804 with various content,Comment 804: Some feedback about the product or service,2025-05-19,2025-06-24 01:26:47,True,True
53,65924.17616905044,82.14319916425933,167.51641973587877,69.81876984344278,B,Houston,Master,This is sample text description 805 with various content,Comment 805: Some feedback about the product or service,2024-09-21,2025-06-08 01:26:47,True,True
70,59540.07438790146,55.46573480350956,155.7541636026891,61.83216761958519,A,Houston,PhD,This is sample text description 806 with various content,Comment 806: Some feedback about the product or service,2025-01-08,2025-07-04 01:26:47,True,False
40,4461.746038007848,63.709083708090496,174.42785525321852,47.72668152634169,C,New York,Master,This is sample text description 807 with various content,Comment 807: Some feedback about the product or service,2025-01-07,2025-06-10 01:26:47,False,False
33,54949.95593674422,52.62784603382027,171.90714966716794,59.671179630450595,D,Phoenix,Bachelor,This is sample text description 808 with various content,Comment 808: Some feedback about the product or service,2025-03-29,2025-06-20 01:26:47,True,False
74,95009.0953563254,46.31727167513417,172.6619224818727,63.74061839781997,D,Los Angeles,High School,This is sample text description 809 with various content,Comment 809: Some feedback about the product or service,2024-08-10,2025-06-15 01:26:47,True,False
56,76505.38102076662,23.465344177584935,178.87031022132905,82.25258064448377,B,Los Angeles,High School,This is sample text description 810 with various content,Comment 810: Some feedback about the product or service,2025-06-02,2025-07-03 01:26:47,True,False
62,58440.26321413937,30.319405946104606,185.14782046194154,78.92147372165395,B,Phoenix,Master,This is sample text description 811 with various content,Comment 811: Some feedback about the product or service,2025-04-27,2025-06-26 01:26:47,False,False
70,28812.15739060112,28.997011894360902,166.36288950912453,82.54331618312503,C,Houston,Bachelor,This is sample text description 812 with various content,Comment 812: Some feedback about the product or service,2025-01-16,2025-06-17 01:26:47,True,True
59,59551.07432251292,56.328893095381474,174.77350639736474,58.91471654501548,B,Los Angeles,PhD,This is sample text description 813 with various content,Comment 813: Some feedback about the product or service,2024-10-07,2025-06-28 01:26:47,True,False
75,64794.99879756518,11.995369302388992,172.92988208334978,72.12326168619015,A,Chicago,Bachelor,This is sample text description 814 with various content,Comment 814: Some feedback about the product or service,2025-05-08,2025-06-29 01:26:47,True,False
56,44925.06638344832,91.67916907023351,173.7761450632894,33.654302514977,C,Chicago,PhD,This is sample text description 815 with various content,Comment 815: Some feedback about the product or service,2025-01-06,2025-07-05 01:26:47,True,False
31,56334.841176088754,72.06551452831133,173.92597664465984,76.43380597271482,B,New York,PhD,This is sample text description 816 with various content,Comment 816: Some feedback about the product or service,2025-06-17,2025-06-24 01:26:47,True,True
48,80193.24916792082,40.14456309131936,185.9050334456484,79.16346510851196,A,Phoenix,High School,This is sample text description 817 with various content,Comment 817: Some feedback about the product or service,2024-11-22,2025-06-07 01:26:47,True,True
75,,15.862414452637797,165.40323131510706,64.72562248208614,A,Phoenix,Master,This is sample text description 818 with various content,Comment 818: Some feedback about the product or service,2025-04-02,2025-06-08 01:26:47,True,True
22,28834.00790081746,88.19921697216358,154.74264096796318,74.43144717582672,A,Los Angeles,High School,This is sample text description 819 with various content,Comment 819: Some feedback about the product or service,2024-09-12,2025-07-01 01:26:47,True,False
52,,82.37780901011652,163.02126231384113,47.276135869449206,B,Houston,High School,This is sample text description 820 with various content,Comment 820: Some feedback about the product or service,2025-04-16,2025-06-20 01:26:47,False,False
40,59150.85272396161,72.17215527171793,177.57266933535405,57.98399514400264,A,Phoenix,High School,This is sample text description 821 with various content,Comment 821: Some feedback about the product or service,2025-01-12,2025-06-11 01:26:47,True,False
46,70576.76590825623,27.154704741124235,170.23329508647177,81.48173857648413,A,Los Angeles,PhD,This is sample text description 822 with various content,Comment 822: Some feedback about the product or service,2024-11-26,2025-07-02 01:26:47,True,False
60,61395.87623807539,40.24466374336689,165.32400659505004,77.66879917809362,A,Los Angeles,High School,This is sample text description 823 with various content,Comment 823: Some feedback about the product or service,2025-03-25,2025-06-19 01:26:47,True,True
28,38644.89873651612,10.274825245242337,159.23502731590358,63.82218233432849,B,Phoenix,PhD,This is sample text description 824 with various content,Comment 824: Some feedback about the product or service,2025-05-13,2025-06-12 01:26:47,True,False
35,58643.8530293081,18.903952472753172,172.21286121730532,82.17043476107065,C,Los Angeles,Master,This is sample text description 825 with various content,Comment 825: Some feedback about the product or service,2025-01-04,2025-06-15 01:26:47,True,False
64,27157.469134076528,78.30166373167329,176.4450627527381,72.07447175199866,A,New York,,This is sample text description 826 with various content,Comment 826: Some feedback about the product or service,2024-07-20,2025-07-04 01:26:47,True,False
29,44993.625765340126,71.50387188506838,173.0587205509603,62.436685541167606,A,New York,,This is sample text description 827 with various content,Comment 827: Some feedback about the product or service,2024-08-22,2025-06-24 01:26:47,True,False
26,60055.98461932808,59.34857629759347,167.46669668845053,67.2575903409506,A,Phoenix,Bachelor,This is sample text description 828 with various content,Comment 828: Some feedback about the product or service,2024-07-16,2025-07-05 01:26:47,True,True
27,,89.57267259261728,171.46641284297462,63.168734630326966,D,Houston,High School,This is sample text description 829 with various content,Comment 829: Some feedback about the product or service,2024-07-22,2025-06-06 01:26:47,True,True
75,99361.04364459653,58.32665178130454,171.40842966557415,52.243360737722085,B,New York,High School,This is sample text description 830 with various content,Comment 830: Some feedback about the product or service,2024-08-19,2025-06-24 01:26:47,False,False
61,,46.69679999636107,171.89696931217662,88.85028708853152,B,New York,High School,This is sample text description 831 with various content,Comment 831: Some feedback about the product or service,2025-04-29,2025-06-24 01:26:47,True,False
34,39050.19286002379,34.03707463057627,158.1569504898088,61.47963350061113,A,Phoenix,High School,This is sample text description 832 with various content,Comment 832: Some feedback about the product or service,2025-06-08,2025-06-24 01:26:47,True,False
78,31244.403322601793,94.04485057361725,171.97326350614878,57.51458928554633,C,Chicago,Bachelor,This is sample text description 833 with various content,Comment 833: Some feedback about the product or service,2024-10-05,2025-06-17 01:26:47,True,False
55,35993.02385084093,8.271546152435349,165.59403531533806,47.05977519229962,B,Los Angeles,Bachelor,This is sample text description 834 with various content,Comment 834: Some feedback about the product or service,2024-09-27,2025-06-11 01:26:47,True,False
24,37140.03553038243,93.08873720608084,180.40618606009758,30.460481986163103,A,New York,,This is sample text description 835 with various content,Comment 835: Some feedback about the product or service,2024-07-11,2025-06-19 01:26:47,True,False
63,,82.67146599310183,171.32918641750274,80.5224530217848,A,Chicago,Bachelor,This is sample text description 836 with various content,Comment 836: Some feedback about the product or service,2024-08-29,2025-06-16 01:26:47,True,False
30,65054.042971452545,12.992992453570128,178.3547922182289,81.90413030554318,A,Houston,,This is sample text description 837 with various content,Comment 837: Some feedback about the product or service,2025-03-09,2025-06-12 01:26:47,True,False
57,39058.09405225798,56.49843576752536,166.98218612950248,87.89557876892061,C,Chicago,PhD,This is sample text description 838 with various content,Comment 838: Some feedback about the product or service,2025-02-22,2025-06-12 01:26:47,True,True
59,53271.46671177309,86.65479817490869,167.34286162388543,67.76441025744727,C,Phoenix,Master,This is sample text description 839 with various content,Comment 839: Some feedback about the product or service,2025-02-27,2025-06-10 01:26:47,True,False
26,41303.4847617951,57.18091636071537,184.94251246256331,65.17011209059608,B,Houston,Bachelor,This is sample text description 840 with various content,Comment 840: Some feedback about the product or service,2025-06-28,2025-06-08 01:26:47,False,False
67,36182.391754275806,90.71998215606223,174.3633518841551,62.38415330045288,C,Houston,PhD,This is sample text description 841 with various content,Comment 841: Some feedback about the product or service,2025-05-16,2025-06-25 01:26:47,True,False
44,83445.58472173699,94.29838168160425,162.85485467594262,63.751635552426954,A,Chicago,Bachelor,This is sample text description 842 with various content,Comment 842: Some feedback about the product or service,2024-07-30,2025-06-23 01:26:47,True,False
75,68458.64364418815,42.23845221843059,178.96974438620475,86.7968552611028,B,Phoenix,High School,This is sample text description 843 with various content,Comment 843: Some feedback about the product or service,2024-09-28,2025-06-09 01:26:47,False,False
19,12635.992000897102,37.73136614063236,164.66695266572128,69.60227126906562,B,New York,High School,This is sample text description 844 with various content,Comment 844: Some feedback about the product or service,2025-01-12,2025-06-28 01:26:47,True,False
22,10517.251033282264,93.63211539691568,172.25698137811523,75.67106194002105,A,Chicago,PhD,This is sample text description 845 with various content,Comment 845: Some feedback about the product or service,2025-01-04,2025-06-26 01:26:47,True,True
46,70852.17671272974,67.5140061149668,188.36674630859406,63.369897520593945,C,New York,PhD,This is sample text description 846 with various content,Comment 846: Some feedback about the product or service,2024-12-26,2025-06-28 01:26:47,True,False
54,,11.602268134816928,155.68717612361945,89.8127185933106,A,Chicago,PhD,This is sample text description 847 with various content,Comment 847: Some feedback about the product or service,2024-10-30,2025-06-16 01:26:47,True,False
55,17018.353321315546,4.22917492226812,168.24218078233463,41.42891680847891,A,New York,High School,This is sample text description 848 with various content,Comment 848: Some feedback about the product or service,2024-11-13,2025-06-28 01:26:47,True,False
36,70914.70265080682,56.46290509972631,174.0827164090203,51.692137379229315,B,Chicago,High School,This is sample text description 849 with various content,Comment 849: Some feedback about the product or service,2025-04-14,2025-06-27 01:26:47,False,True
25,53382.4810019818,93.01709654384246,177.64698334664675,75.69565786351836,B,Houston,,This is sample text description 850 with various content,Comment 850: Some feedback about the product or service,2025-04-04,2025-06-29 01:26:47,True,True
65,55031.421696646394,84.42487024058184,157.58766092639127,96.25916126846403,B,Los Angeles,PhD,This is sample text description 851 with various content,Comment 851: Some feedback about the product or service,2024-08-28,2025-06-22 01:26:47,True,True
62,66190.78544011815,67.58477464643364,154.6420973142498,66.62349700361844,A,Houston,Master,This is sample text description 852 with various content,Comment 852: Some feedback about the product or service,2024-10-11,2025-06-08 01:26:47,False,False
18,,13.911584889108752,180.90749351990425,57.36443791408985,C,New York,Bachelor,This is sample text description 853 with various content,Comment 853: Some feedback about the product or service,2025-03-08,2025-07-04 01:26:47,False,True
39,17369.98357231671,25.42313837486956,162.79585143196164,85.00994057737516,B,Phoenix,Master,This is sample text description 854 with various content,Comment 854: Some feedback about the product or service,2025-04-26,2025-06-11 01:26:47,True,False
69,81619.08589806405,87.55112265526162,162.37717492002685,74.85547663022349,B,Houston,Bachelor,This is sample text description 855 with various content,Comment 855: Some feedback about the product or service,2025-06-19,2025-06-25 01:26:47,True,True
34,21256.664785154153,18.280723665690047,185.50249672772168,89.35320717991365,D,Los Angeles,Bachelor,This is sample text description 856 with various content,Comment 856: Some feedback about the product or service,2024-10-26,2025-06-28 01:26:47,True,True
24,25555.24405848872,27.843940825043457,170.69702314731822,50.64473372883487,C,New York,Master,This is sample text description 857 with various content,Comment 857: Some feedback about the product or service,2025-03-06,2025-06-23 01:26:47,True,True
42,29551.29240908468,12.960065119544195,170.76238227681574,88.17502729016388,A,Houston,PhD,This is sample text description 858 with various content,Comment 858: Some feedback about the product or service,2025-06-26,2025-06-15 01:26:47,True,True
62,91598.91847381045,67.61082314144112,168.20200554848466,46.77313814847592,C,Chicago,Bachelor,This is sample text description 859 with various content,Comment 859: Some feedback about the product or service,2024-09-22,2025-06-21 01:26:47,True,False
21,59867.66600823045,94.39823053632097,157.7601793325683,65.67741780767699,A,Phoenix,PhD,This is sample text description 860 with various content,Comment 860: Some feedback about the product or service,2024-08-24,2025-06-08 01:26:47,False,False
53,69308.1594887076,26.896803159538596,176.75696949394387,76.1917412923589,A,New York,High School,This is sample text description 861 with various content,Comment 861: Some feedback about the product or service,2024-08-14,2025-07-03 01:26:47,True,False
23,,47.54066078500737,174.09450521925623,72.7902006729864,B,Houston,Bachelor,This is sample text description 862 with various content,Comment 862: Some feedback about the product or service,2024-10-06,2025-06-13 01:26:47,True,True
77,37962.255775975325,63.43397397112043,171.68691325339432,85.90888503973551,D,New York,High School,This is sample text description 863 with various content,Comment 863: Some feedback about the product or service,2024-09-03,2025-06-22 01:26:47,True,True
48,62625.82566520336,99.94662482156306,168.83676960723741,42.60009974486165,A,Chicago,,This is sample text description 864 with various content,Comment 864: Some feedback about the product or service,2024-09-16,2025-06-06 01:26:47,True,False
36,18867.68058406393,10.480806499757211,167.07680350661713,72.11511219548555,B,Los Angeles,PhD,This is sample text description 865 with various content,Comment 865: Some feedback about the product or service,2024-12-08,2025-06-21 01:26:47,True,False
78,28094.330958070102,49.85707995057091,179.12483389547415,87.99463049175921,A,Houston,Master,This is sample text description 866 with various content,Comment 866: Some feedback about the product or service,2024-11-30,2025-07-04 01:26:47,True,True
61,64659.50358522962,38.51201199025,168.58706936793905,70.88941340608145,C,New York,Bachelor,This is sample text description 867 with various content,Comment 867: Some feedback about the product or service,2024-11-07,2025-06-07 01:26:47,False,False
71,22854.895383464398,86.58201652223552,169.3593896146611,52.86490480349946,B,New York,High School,This is sample text description 868 with various content,Comment 868: Some feedback about the product or service,2024-12-18,2025-06-17 01:26:47,True,False
56,46218.370616762535,47.59677310116559,175.29893154883774,85.1126109223998,B,New York,Bachelor,This is sample text description 869 with various content,Comment 869: Some feedback about the product or service,2024-12-02,2025-06-24 01:26:47,True,True
44,47129.75311289177,11.097752458514808,172.07960930680386,60.27534594784456,A,Los Angeles,Master,This is sample text description 870 with various content,Comment 870: Some feedback about the product or service,2024-12-13,2025-06-11 01:26:47,True,False
27,39426.75993325676,63.44241452865836,186.4227605754044,57.63515481905682,C,New York,PhD,This is sample text description 871 with various content,Comment 871: Some feedback about the product or service,2024-12-02,2025-06-16 01:26:47,True,True
43,10977.630503022861,77.07806182638798,152.38633222526695,55.7479637067474,D,Phoenix,PhD,This is sample text description 872 with various content,Comment 872: Some feedback about the product or service,2025-04-17,2025-07-02 01:26:47,True,False
36,37421.42217622615,0.28812516656145926,172.99907438367262,67.01972330576557,B,Phoenix,Bachelor,This is sample text description 873 with various content,Comment 873: Some feedback about the product or service,2024-10-12,2025-07-03 01:26:47,False,True
56,335006.32461350295,85.89566854206295,162.9439421952783,72.74590330559306,B,New York,Bachelor,This is sample text description 874 with various content,Comment 874: Some feedback about the product or service,2025-06-01,2025-07-01 01:26:47,False,False
79,53228.79726575397,18.60230000056656,160.5791346524507,50.963499179453805,D,Phoenix,High School,This is sample text description 875 with various content,Comment 875: Some feedback about the product or service,2024-09-20,2025-07-03 01:26:47,True,True
20,52209.810773989375,55.20693646533778,165.42935793955652,54.04531184905084,A,Houston,Master,This is sample text description 876 with various content,Comment 876: Some feedback about the product or service,2025-06-18,2025-06-11 01:26:47,True,False
62,57559.229198737485,41.579750068745014,170.5467940848176,59.58275686206673,C,Phoenix,Bachelor,This is sample text description 877 with various content,Comment 877: Some feedback about the product or service,2025-01-22,2025-06-21 01:26:47,False,True
30,36480.27454051205,71.96538166105304,170.9906907592341,55.675170281700396,C,New York,High School,This is sample text description 878 with various content,Comment 878: Some feedback about the product or service,2025-06-23,2025-06-17 01:26:47,True,False
67,60455.55900931783,37.116161478574185,154.82693784321506,70.55137339824145,A,Chicago,Bachelor,This is sample text description 879 with various content,Comment 879: Some feedback about the product or service,2024-12-16,2025-07-04 01:26:47,True,False
45,188798.65344526336,86.97631766817108,164.5891617032218,75.4183239460132,B,Houston,PhD,This is sample text description 880 with various content,Comment 880: Some feedback about the product or service,2024-11-19,2025-06-24 01:26:47,True,False
79,13561.905346952917,73.04963609587902,172.8122155147646,73.3581071539989,A,Los Angeles,High School,This is sample text description 881 with various content,Comment 881: Some feedback about the product or service,2024-07-25,2025-07-01 01:26:47,False,False
75,3288.5455166674437,64.77131710629214,161.23069549216345,73.37997833121703,B,New York,High School,This is sample text description 882 with various content,Comment 882: Some feedback about the product or service,2025-07-05,2025-06-14 01:26:47,True,False
37,40014.05520856005,79.62405955628543,158.85216095283485,95.06487572932916,B,Los Angeles,Bachelor,This is sample text description 883 with various content,Comment 883: Some feedback about the product or service,2024-08-21,2025-06-19 01:26:47,False,True
45,34934.03551322885,75.40230349283823,147.43867692507055,76.35525399440732,A,Chicago,Master,This is sample text description 884 with various content,Comment 884: Some feedback about the product or service,2024-12-01,2025-06-22 01:26:47,False,True
25,65786.312237092,3.5938674921553337,163.36806551624642,81.75946371833871,B,Los Angeles,PhD,This is sample text description 885 with various content,Comment 885: Some feedback about the product or service,2025-06-02,2025-06-08 01:26:47,True,False
78,37026.7482590226,39.47343538448281,158.50370801049186,63.78076375334541,A,New York,Master,This is sample text description 886 with various content,Comment 886: Some feedback about the product or service,2024-07-12,2025-06-09 01:26:47,False,True
58,55467.52695888534,93.08072973164899,160.16067116889943,84.16009213992237,A,New York,High School,This is sample text description 887 with various content,Comment 887: Some feedback about the product or service,2024-10-13,2025-06-14 01:26:47,False,False
56,66265.93153166154,12.572426899222622,167.28179696720346,63.064712143100174,A,Chicago,Master,This is sample text description 888 with various content,Comment 888: Some feedback about the product or service,2025-02-28,2025-06-26 01:26:47,True,True
18,36273.61848701768,73.70965504320512,164.00171123457102,76.17172491382885,C,New York,High School,This is sample text description 889 with various content,Comment 889: Some feedback about the product or service,2024-12-06,2025-07-03 01:26:47,True,False
20,55961.04420214351,97.45918113353297,158.33762106140694,49.429496977264265,A,Chicago,Master,This is sample text description 890 with various content,Comment 890: Some feedback about the product or service,2024-10-16,2025-07-02 01:26:47,True,False
30,70038.5509791039,5.219862904497163,148.84158434766772,72.49351197982183,C,Chicago,Bachelor,This is sample text description 891 with various content,Comment 891: Some feedback about the product or service,2024-08-28,2025-06-30 01:26:47,True,False
45,25236.744503888654,68.21938806266104,173.02311305147643,55.369296472459936,B,New York,Master,This is sample text description 892 with various content,Comment 892: Some feedback about the product or service,2025-04-17,2025-06-12 01:26:47,True,False
79,50497.04676489288,46.815414130103036,177.52827213808473,84.04053481725862,A,Phoenix,High School,This is sample text description 893 with various content,Comment 893: Some feedback about the product or service,2025-01-22,2025-06-11 01:26:47,True,True
74,36359.31233601371,57.917525537472216,166.03255021005626,83.13814692998177,C,Chicago,PhD,This is sample text description 894 with various content,Comment 894: Some feedback about the product or service,2024-10-27,2025-06-14 01:26:47,True,False
77,26510.20235013723,8.534133648432485,167.34224303545722,63.00058918661361,B,New York,PhD,This is sample text description 895 with various content,Comment 895: Some feedback about the product or service,2025-06-24,2025-06-20 01:26:47,False,True
66,19270.96519019542,4.3006951866939485,170.02810515686124,100.7436239293681,B,Phoenix,PhD,This is sample text description 896 with various content,Comment 896: Some feedback about the product or service,2024-09-05,2025-06-29 01:26:47,True,False
42,26187.02855642599,66.68666605509218,185.78783576612253,65.71182555709788,A,Chicago,High School,This is sample text description 897 with various content,Comment 897: Some feedback about the product or service,2024-12-06,2025-06-21 01:26:47,True,False
73,51200.58011504025,82.33094298207179,154.3229220617423,45.819716489912096,A,Phoenix,,This is sample text description 898 with various content,Comment 898: Some feedback about the product or service,2024-09-27,2025-06-06 01:26:47,True,False
50,17783.110888765066,78.20153349329672,165.8551027412743,58.3132304445598,A,Houston,PhD,This is sample text description 899 with various content,Comment 899: Some feedback about the product or service,2025-03-16,2025-06-15 01:26:47,True,True
55,,54.38057278662374,152.7802703586728,54.337884664632234,A,Houston,PhD,This is sample text description 900 with various content,Comment 900: Some feedback about the product or service,2024-12-07,2025-06-06 01:26:47,True,True
70,66263.88813705795,9.986682113617817,173.62318458735558,75.69403152679382,A,Phoenix,PhD,This is sample text description 901 with various content,Comment 901: Some feedback about the product or service,2024-11-09,2025-06-08 01:26:47,True,True
23,589802.1926837871,68.80444438360138,168.56041606211988,51.46955459991321,A,Chicago,Bachelor,This is sample text description 902 with various content,Comment 902: Some feedback about the product or service,2024-10-11,2025-06-11 01:26:47,True,True
75,39389.84754123686,24.188888355414594,172.0299211293608,61.911789762906324,A,New York,High School,This is sample text description 903 with various content,Comment 903: Some feedback about the product or service,2024-09-11,2025-06-16 01:26:47,False,True
61,83793.80826717448,91.10687027673836,171.53122562591076,74.71828255805156,A,Los Angeles,High School,This is sample text description 904 with various content,Comment 904: Some feedback about the product or service,2024-08-23,2025-06-10 01:26:47,False,False
62,87860.72827823322,83.82653595457049,179.90708253703517,72.07968842067704,A,New York,High School,This is sample text description 905 with various content,Comment 905: Some feedback about the product or service,2025-05-09,2025-06-25 01:26:47,True,True
49,50522.44863079451,70.93829670873909,175.38132964568467,69.81034281487331,A,Los Angeles,High School,This is sample text description 906 with various content,Comment 906: Some feedback about the product or service,2025-06-02,2025-06-14 01:26:47,False,False
62,629.1416823138352,94.88459558311304,178.30507957660086,71.89000778566101,D,Los Angeles,High School,This is sample text description 907 with various content,Comment 907: Some feedback about the product or service,2024-10-16,2025-06-15 01:26:47,False,False
78,67728.9639403252,3.142182151127293,159.34465310103056,64.44249853738518,A,Chicago,Bachelor,This is sample text description 908 with various content,Comment 908: Some feedback about the product or service,2024-07-06,2025-07-05 01:26:47,True,False
64,4120.473199328291,73.6200425060762,181.93170864975144,45.94371916500504,B,Phoenix,Master,This is sample text description 909 with various content,Comment 909: Some feedback about the product or service,2025-06-01,2025-07-01 01:26:47,False,True
38,79522.92221440132,33.02427793364053,162.77637260511,64.04742668883033,A,New York,Bachelor,This is sample text description 910 with various content,Comment 910: Some feedback about the product or service,2024-10-08,2025-06-23 01:26:47,False,True
33,,90.60658856863652,163.3513045737602,77.03124676472929,D,Phoenix,PhD,This is sample text description 911 with various content,Comment 911: Some feedback about the product or service,2024-11-21,2025-06-15 01:26:47,True,False
71,85484.25008276041,26.66751966619776,172.70842577352994,67.94597517085893,A,Houston,Bachelor,This is sample text description 912 with various content,Comment 912: Some feedback about the product or service,2025-06-11,2025-06-22 01:26:47,True,True
